"govtrust","humanid","globalid","ownestim","gender","age","income","edu","ses","scicons","trustsci","envid","extmotiv","intmotiv","politics","cri_2020","co_emissions","gini","hdi","CountryCode","pcpid","ccshare"
"0","73","51","41","2","34","4","4","5","61","100","80.5","8","50","71.5",83.17,2.1988,52.9,0.754,6,"282",0
"1","92","81","61","2","25","1","2","3","83","96","100","1","99.6","38",83.17,2.1988,52.9,0.754,6,"283",1
"100","99","100","96","2","27","8","3","8","100","99.5","79.75","52.4","80.2","99",83.17,2.1988,52.9,0.754,6,"284",1
"","14","12","30","1","21","1","3","4","","","17.75","18.6","26.75","100",83.17,2.1988,52.9,0.754,6,"285",0
"30","100","100","80","1","50","2","1","2","61","100","100","","59","67",83.17,2.1988,52.9,0.754,6,"286",1
"10","51","51","52","1","29","3","2","2","22","51","68.5","6.4","65.8","50",83.17,2.1988,52.9,0.754,6,"287",0
"60","90","100","69","2","18","4","3","5","54","86","95.75","2.8","80","23",83.17,2.1988,52.9,0.754,6,"288",1
"1","80","70","20","1","23","5","3","6","89","100","97.5","2","80","66.5",83.17,2.1988,52.9,0.754,6,"289",0
"90","90","100","90","1","70","1","3","4","80","57.5","100","38.6","99.8","75",83.17,2.1988,52.9,0.754,6,"290",1
"53","88","83","56","2","67","6","3","5","86","72.5","96.5","19.6","99.8","60",83.17,2.1988,52.9,0.754,6,"291",0
"31","100","99","80","1","69","4","4","6","82","73","98.75","2.2","79.8","100",83.17,2.1988,52.9,0.754,6,"292",1
"69","56","68","97","2","68","3","","4","81","79","86.75","16.6","90.2","",83.17,2.1988,52.9,0.754,6,"294",1
"81","100","100","95","2","70","5","3","7","54","73.5","100","0","80","75",83.17,2.1988,52.9,0.754,6,"295",1
"0","100","100","81","1","22","4","3","5","100","100","76.5","5.4","100","76",83.17,2.1988,52.9,0.754,6,"296",1
"23","75","64","60","1","41","6","4","7","91","89","62.75","62.4","55.6","37",83.17,2.1988,52.9,0.754,6,"297",1
"31","92","92","100","1","34","4","2","6","72","80.5","88.25","1.2","85.4","100",83.17,2.1988,52.9,0.754,6,"298",0
"13","67","77","55","1","42","5","4","8","50","34.5","68.25","56.6","57.8","71",83.17,2.1988,52.9,0.754,6,"299",1
"21","30","61","71","1","47","4","2","3","12","75.5","53.25","51.4","56.8","73.5",83.17,2.1988,52.9,0.754,6,"300",1
"70","100","100","80","1","48","3","4","2","50","100","100","74.2","60.2","50",83.17,2.1988,52.9,0.754,6,"301",1
"100","100","100","100","1","34","6","4","7","100","100","100","54","94","0",83.17,2.1988,52.9,0.754,6,"302",1
"10","94","93","70","1","46","5","3","4","83","93.5","96","13.2","99","45",83.17,2.1988,52.9,0.754,6,"303",1
"76","60","100","52","1","19","2","2","3","54","67","0","0","20","18.5",83.17,2.1988,52.9,0.754,6,"304",0
"22","63","62","80","2","37","","2","2","10","63.5","61","22","25.4","6",83.17,2.1988,52.9,0.754,6,"306",0
"77","49","83","100","2","25","2","3","5","84","73","97.5","23.2","78.4","100",83.17,2.1988,52.9,0.754,6,"307",1
"70","78","77","64","2","61","3","3","5","60","","86","41.2","66.6","95",83.17,2.1988,52.9,0.754,6,"308",1
"32","100","100","100","1","29","3","2","7","30","99.5","85.75","70.6","77","99.5",83.17,2.1988,52.9,0.754,6,"310",0
"30","81","60","100","1","20","2","3","4","60","75.5","77.5","65.6","36","51.5",83.17,2.1988,52.9,0.754,6,"311",0
"100","100","100","100","2","26","5","4","9","100","100","100","40","80","100",83.17,2.1988,52.9,0.754,6,"312",1
"","100","100","50","2","66","4","4","7","10","100","100","40.4","80","",83.17,2.1988,52.9,0.754,6,"313",1
"36","92","82","53","2","56","3","4","6","25","65","82.75","20.4","78.8","10",83.17,2.1988,52.9,0.754,6,"314",0
"81","70","50","50","1","59","5","2","5","","20","52.5","15.4","82.4","88.5",83.17,2.1988,52.9,0.754,6,"315",0
"100","91","100","66","1","61","5","4","8","72","80","100","8","96","92",83.17,2.1988,52.9,0.754,6,"316",1
"87","93","92","86","2","56","6","4","8","66","88.5","76.75","78.6","64.2","80",83.17,2.1988,52.9,0.754,6,"317",1
"59","98","69","99","2","58","2","3","7","67","62.5","94.5","41.2","94","82",83.17,2.1988,52.9,0.754,6,"318",1
"50","100","100","60","1","58","6","3","7","100","87.5","100","6","100","48",83.17,2.1988,52.9,0.754,6,"319",0
"76","94","100","92","2","57","5","3","8","88","92.5","98.25","44.4","68.8","61",83.17,2.1988,52.9,0.754,6,"320",1
"6","80","100","50","2","71","5","3","7","79","45","100","29.4","96","56",83.17,2.1988,52.9,0.754,6,"321",0
"60","70","55","6","1","34","2","1","3","6","73","40.75","14","33.6","4",83.17,2.1988,52.9,0.754,6,"322",1
"50","50","50","50","2","22","2","2","6","50","87","51","30.6","48.8","49",83.17,2.1988,52.9,0.754,6,"323",0
"63","75","91","80","2","42","2","2","4","41","41","56.75","14.75","85.6","62.5",83.17,2.1988,52.9,0.754,6,"324",0
"84","100","94","90","1","35","4","2","8","87","89.5","100","2.2","20.4","87.5",83.17,2.1988,52.9,0.754,6,"325",1
"100","100","100","70","1","48","4","3","7","51","100","100","69.4","55","100",83.17,2.1988,52.9,0.754,6,"326",1
"10","100","100","64","2","51","3","2","8","80","93.5","100","25.8","99.2","0",83.17,2.1988,52.9,0.754,6,"327",0
"41","71","80","93","2","48","4","3","4","82","75","76","26.2","65","32.5",83.17,2.1988,52.9,0.754,6,"328",0
"22","100","69","6","2","45","2","2","5","100","62.5","96.25","1","35.2","9",83.17,2.1988,52.9,0.754,6,"330",0
"20","77","64","30","2","46","4","2","6","81","69","69","34","68.2","52",83.17,2.1988,52.9,0.754,6,"331",0
"72","60","93","85","2","60","4","3","6","71","69","77.25","18","79","54",83.17,2.1988,52.9,0.754,6,"332",0
"53","80","80","60","2","36","4","4","5","54","41.5","82","27.8","60.8","51.5",83.17,2.1988,52.9,0.754,6,"334",1
"51","38","40","31","2","37","3","3","4","87","91.5","49","39.2","56.8","50",83.17,2.1988,52.9,0.754,6,"335",0
"20","78","60","62","2","20","5","3","5","60","80.5","74.5","32.6","74","65.5",83.17,2.1988,52.9,0.754,6,"336",0
"35","97","74","57","2","18","4","4","5","99","83","97.5","1.2","80","54",83.17,2.1988,52.9,0.754,6,"337",1
"50","90","100","80","2","39","4","3","7","71","70","100","56","90","51",83.17,2.1988,52.9,0.754,6,"338",1
"47","82","85","83","1","35","8","4","7","64","100","100","93.2","75","61",83.17,2.1988,52.9,0.754,6,"339",1
"","70","80","71","2","22","4","2","5","22","65.5","100","13.2","91.2","52",83.17,2.1988,52.9,0.754,6,"340",1
"85","100","100","56","2","25","4","4","8","48","76","94.75","39.4","74.4","29",83.17,2.1988,52.9,0.754,6,"341",1
"40","100","53","71","2","36","4","2","5","67","51","97.75","36.8","62.4","100",83.17,2.1988,52.9,0.754,6,"342",1
"","100","23","48","","23","2","4","3","53","99","78.25","5.2","99.4","52.5",83.17,2.1988,52.9,0.754,6,"343",0
"53","82","81","63","2","35","4","3","5","82","88","85.75","38.8","83.4","71.5",83.17,2.1988,52.9,0.754,6,"344",0
"12","100","32","100","1","44","2","3","5","49","53.5","51.25","45.75","53.8","100",83.17,2.1988,52.9,0.754,6,"345",0
"37","98","53","46","1","48","3","2","9","100","45.5","82.5","68.4","77.8","49.5",83.17,2.1988,52.9,0.754,6,"346",1
"48","100","58","40","1","24","2","3","2","81","77.5","81.5","69.2","83","47",83.17,2.1988,52.9,0.754,6,"347",0
"15","70","90","82","1","40","1","3","6","70","60","38.25","39.8","63.2","22",83.17,2.1988,52.9,0.754,6,"348",0
"0","100","100","67","1","24","4","3","5","80","100","100","0","100","25",83.17,2.1988,52.9,0.754,6,"349",1
"7","90","76","69","1","34","6","3","8","100","100","87.5","47.6","80","17.5",83.17,2.1988,52.9,0.754,6,"350",1
"60","51","56","65","1","52","4","3","7","67","64.5","58","57.6","54.2","75",83.17,2.1988,52.9,0.754,6,"351",1
"90","80","80","30","1","38","7","3","5","100","100","82.5","0","80","100",83.17,2.1988,52.9,0.754,6,"352",1
"53","83","72","74","1","50","3","2","6","75","80","77","64","85.4","53.5",83.17,2.1988,52.9,0.754,6,"353",1
"21","100","80","50","1","26","3","2","3","0","90","80","24.2","80","7",83.17,2.1988,52.9,0.754,6,"354",0
"26","100","100","61","1","40","7","3","8","100","100","100","2.8","99.2","40.5",83.17,2.1988,52.9,0.754,6,"356",0
"6","60","31","81","1","25","3","2","3","5","92","17","26.6","49","98.5",83.17,2.1988,52.9,0.754,6,"357",1
"39","85","61","82","1","32","4","3","8","40","71.5","83.5","18.6","56.8","15.5",83.17,2.1988,52.9,0.754,6,"359",0
"10","100","90","100","1","31","7","4","10","100","67","59.5","22","46.2","68",83.17,2.1988,52.9,0.754,6,"360",1
"50","90","91","83","1","54","4","3","5","82","86.5","94","0","59.6","28.5",83.17,2.1988,52.9,0.754,6,"361",1
"28","81","86","65","1","40","6","4","7","93","87.5","84.25","44","72","62.5",83.17,2.1988,52.9,0.754,6,"362",0
"68","91","94","96","2","41","3","2","5","93","86.5","92.25","33.2","94.6","82",70.83,5.3888,40.5,0.795,7,"363",1
"21","87","60","88","2","29","1","3","6","74","83.5","69.5","37.4","78","34.5",70.83,5.3888,40.5,0.795,7,"364",1
"0","78","100","50","1","33","1","2","7","99","94.5","93.25","45","100","100",70.83,5.3888,40.5,0.795,7,"365",0
"35","51","71","71","2","62","2","2","5","100","92","90.5","15.6","99.6","48.5",70.83,5.3888,40.5,0.795,7,"366",0
"14","60","60","94","1","39","3","3","7","66","59.5","58.5","69.6","57.2","19.5",70.83,5.3888,40.5,0.795,7,"367",1
"27","63","57","46","2","57","","3","5","96","56","62.25","40.6","78.4","26",70.83,5.3888,40.5,0.795,7,"368",0
"31","55","73","55","2","55","1","2","5","49","59","74.5","27.2","87.8","45.5",70.83,5.3888,40.5,0.795,7,"369",1
"11","66","82","21","1","36","2","2","5","96","74","67","20.8","86.6","78",70.83,5.3888,40.5,0.795,7,"371",1
"6","78","55","85","1","45","3","2","7","78","42","86.75","45.6","92","",70.83,5.3888,40.5,0.795,7,"372",0
"47","70","80","50","1","24","1","3","7","70","60","82.5","9.8","99.8","56",70.83,5.3888,40.5,0.795,7,"373",1
"62","51","48","42","1","36","3","2","9","5","52","53.25","56.8","41.6","31",70.83,5.3888,40.5,0.795,7,"375",1
"61","69","87","68","1","42","8","4","7","58","64","69.25","32","84.4","53",70.83,5.3888,40.5,0.795,7,"376",1
"83","79","72","48","2","27","6","3","4","70","82.5","71.75","50.2","48.6","56",70.83,5.3888,40.5,0.795,7,"377",1
"22","72","81","71","2","40","3","2","5","80","61","86.75","27.8","89","26.5",70.83,5.3888,40.5,0.795,7,"379",0
"50","48","39","48","1","66","5","3","6","42","41.5","59.5","63.2","57","40.5",70.83,5.3888,40.5,0.795,7,"380",0
"4","76","49","51","1","61","","3","3","56","58","85.5","1","96.2","2",70.83,5.3888,40.5,0.795,7,"381",1
"14","49","33","45","1","47","7","3","8","43","38","26","25.6","44","49",70.83,5.3888,40.5,0.795,7,"383",0
"","51","21","62","1","72","1","3","3","50","61","80.5","37.6","88.2","",70.83,5.3888,40.5,0.795,7,"385",1
"49","72","90","88","2","45","3","3","8","71","65.5","71","63.4","87.6","57",70.83,5.3888,40.5,0.795,7,"386",1
"1","50","1","11","1","66","1","3","5","50","14.5","56.75","1","99.8","100",70.83,5.3888,40.5,0.795,7,"387",0
"10","70","100","100","2","32","2","2","6","80","60","85","8","94","0",70.83,5.3888,40.5,0.795,7,"388",0
"45","77","80","52","1","52","5","3","8","74","72","80.75","49.6","77.2","87.5",70.83,5.3888,40.5,0.795,7,"389",1
"26","64","59","64","1","27","4","4","8","58","85","80.25","60.8","74.2","42.5",70.83,5.3888,40.5,0.795,7,"390",0
"30","85","100","4","1","42","5","3","6","80","79","78","1.6","100","56.5",70.83,5.3888,40.5,0.795,7,"391",1
"32","73","61","81","1","58","3","3","5","56","85.5","61.25","54.8","64.4","50",70.83,5.3888,40.5,0.795,7,"393",0
"50","100","100","90","1","20","4","2","5","89","75","80.25","68.2","79.6","76",70.83,5.3888,40.5,0.795,7,"394",1
"65","70","100","70","1","22","2","2","6","80","75","86.25","30","79.6","52",70.83,5.3888,40.5,0.795,7,"395",1
"14","35","91","74","1","24","4","3","10","48","58","80.5","7.6","93.2","21",70.83,5.3888,40.5,0.795,7,"396",1
"29","71","80","61","1","45","4","3","6","43","71","75.5","38.2","73","66.5",70.83,5.3888,40.5,0.795,7,"397",1
"21","67","71","55","1","51","5","3","7","75","56","71.75","46.4","62.2","47.5",70.83,5.3888,40.5,0.795,7,"398",0
"23","63","23","51","1","47","3","3","5","31","89.5","71.25","53.2","64.8","59.5",70.83,5.3888,40.5,0.795,7,"399",1
"10","51","62","71","2","22","1","2","5","100","65.5","46.75","19","84.2","21",70.83,5.3888,40.5,0.795,7,"400",1
"60","93","91","39","1","50","2","3","5","70","89","88","19.8","90.2","93",70.83,5.3888,40.5,0.795,7,"401",1
"12","53","34","35","2","48","3","3","7","56","34","65.5","17.2","91.6","7.5",70.83,5.3888,40.5,0.795,7,"405",1
"2","59","82","7","2","32","1","3","1","83","33","80","24","89.2","44",70.83,5.3888,40.5,0.795,7,"406",1
"67","66","75","69","1","22","1","2","7","81","54.5","71.75","75.4","68.8","41.5",70.83,5.3888,40.5,0.795,7,"408",1
"41","61","85","41","1","66","1","2","7","91","86","82.75","18.4","76.6","88",70.83,5.3888,40.5,0.795,7,"409",1
"74","58","68","71","1","23","5","4","7","83","63.5","74.75","78.2","54","85",70.83,5.3888,40.5,0.795,7,"410",1
"","9","10","21","2","44","1","2","1","15","","37.75","32.6","39.2","30",70.83,5.3888,40.5,0.795,7,"411",1
"5","51","53","52","2","29","4","3","4","69","64.5","57.25","11.4","67.4","42",70.83,5.3888,40.5,0.795,7,"412",1
"4","51","92","100","2","26","6","3","4","99","88","69.25","5.4","80.8","50.5",70.83,5.3888,40.5,0.795,7,"414",1
"32","30","5","50","2","66","4","3","5","50","65","37","23.4","58","46",70.83,5.3888,40.5,0.795,7,"415",1
"20","70","70","61","2","32","","3","6","80","85","80","36.4","59","68.5",70.83,5.3888,40.5,0.795,7,"416",0
"69","73","68","51","1","33","","2","7","51","74","96.5","19","96.4","48.5",70.83,5.3888,40.5,0.795,7,"417",1
"48","54","100","93","2","46","1","2","8","58","58","58","68","99.6","",70.83,5.3888,40.5,0.795,7,"418",1
"51","88","100","72","2","22","5","3","7","82","91.5","62.75","0","98.2","75",70.83,5.3888,40.5,0.795,7,"420",1
"50","52","51","51","1","65","2","3","3","50","52","52.25","50.4","56.6","52.5",70.83,5.3888,40.5,0.795,7,"423",1
"9","21","69","71","2","21","5","3","7","71","57","25.75","23.4","28.4","52",88.17,14.1969,32.5,0.936,8,"425",0
"31","100","100","60","2","18","5","2","5","52","75","70","5.4","90.4","11.5",88.17,14.1969,32.5,0.936,8,"427",0
"30","75","80","50","2","20","8","3","6","100","60","64.5","4.4","69","48",88.17,14.1969,32.5,0.936,8,"428",0
"22","60","57","27","2","22","6","2","6","84","81","61.25","43.6","53","38",88.17,14.1969,32.5,0.936,8,"430",0
"51","39","61","61","2","19","7","3","6","42","65","71","70.2","54.8","64.5",88.17,14.1969,32.5,0.936,8,"433",0
"31","1","48","32","2","19","8","3","6","86","90","24","1","45.6","51",88.17,14.1969,32.5,0.936,8,"434",0
"60","60","40","61","2","21","5","3","7","82","81","35.75","8.4","55.6","15.5",88.17,14.1969,32.5,0.936,8,"437",1
"7","80","100","64","","18","7","3","4","89","80","80.75","41","76.6","0",88.17,14.1969,32.5,0.936,8,"438",0
"71","86","92","70","2","19","6","3","6","90","82.5","79","7","80.8","26.5",88.17,14.1969,32.5,0.936,8,"440",0
"80","95","95","80","","20","5","3","6","85","90","95","13","89","41",88.17,14.1969,32.5,0.936,8,"441",1
"83","100","90","67","2","18","","2","6","66","78","95.5","0.2","100","29.5",88.17,14.1969,32.5,0.936,8,"442",0
"30","40","18","40","2","18","5","3","6","40","85.5","29.25","48.6","48.6","12.5",88.17,14.1969,32.5,0.936,8,"443",0
"","59","69","50","2","18","4","2","6","46","61","58.75","40.2","50","",88.17,14.1969,32.5,0.936,8,"444",0
"30","65","50","60","1","23","8","3","6","90","72","47.75","29.6","26.6","56.5",88.17,14.1969,32.5,0.936,8,"445",0
"70","45","41","84","2","20","8","3","6","83","78","37.5","35.8","42.8","50",88.17,14.1969,32.5,0.936,8,"446",1
"80","75","81","90","2","18","","3","6","81","86","81.75","40.2","73.4","45",88.17,14.1969,32.5,0.936,8,"447",0
"61","72","79","76","2","22","5","4","6","80","75.5","79.75","59.4","61","40.5",88.17,14.1969,32.5,0.936,8,"448",1
"50","70","90","71","2","22","8","3","8","65","70","55.5","3.2","90.2","21",88.17,14.1969,32.5,0.936,8,"449",0
"45","71","82","16","2","20","7","3","6","90","73.5","71.75","55","80.8","19",88.17,14.1969,32.5,0.936,8,"450",0
"40","70","71","63","2","18","6","2","7","74","63","71.5","52.6","79.8","",88.17,14.1969,32.5,0.936,8,"451",0
"34","41","89","58","1","19","7","3","8","98","100","40.25","3","51.4","50",88.17,14.1969,32.5,0.936,8,"452",0
"","71","81","10","2","19","8","3","7","51","85.5","36.25","16.6","32.8","50",88.17,14.1969,32.5,0.936,8,"453",0
"59","60","71","64","1","22","8","3","6","61","86","60.25","51.8","53.2","51.5",88.17,14.1969,32.5,0.936,8,"454",1
"75","85","75","80","2","21","4","3","5","90","75","65","74","58","50.5",88.17,14.1969,32.5,0.936,8,"455",0
"62","86","84","66","2","19","5","3","8","82","89.5","52","38.2","39.8","",88.17,14.1969,32.5,0.936,8,"456",0
"70","90","91","65","2","18","","2","6","90","87.5","92.5","30.4","94.6","2.5",88.17,14.1969,32.5,0.936,8,"457",1
"71","70","62","80","2","18","7","2","8","67","77.5","82","50.4","69","50",88.17,14.1969,32.5,0.936,8,"459",0
"","100","100","89","2","19","6","3","7","100","100","94.25","7.2","96.8","81",88.17,14.1969,32.5,0.936,8,"460",0
"55","85","70","95","1","21","8","2","8","85","80","60.25","70","51","26.5",88.17,14.1969,32.5,0.936,8,"461",0
"91","100","96","70","2","18","5","2","5","90","100","100","18","89","15.5",88.17,14.1969,32.5,0.936,8,"462",0
"52","74","72","85","1","18","","2","6","72","73","81","49.8","73.4","",88.17,14.1969,32.5,0.936,8,"463",0
"50","60","40","71","1","18","","2","9","80","","45","12.8","60.8","52",88.17,14.1969,32.5,0.936,8,"465",0
"50","64","87","76","2","19","8","3","8","100","78","68.25","64.8","69.8","35",88.17,14.1969,32.5,0.936,8,"466",0
"43","75","48","56","2","20","6","3","5","93","80","68.75","10","74.6","4.5",88.17,14.1969,32.5,0.936,8,"467",0
"49","100","100","80","2","18","5","2","7","100","100","92.5","22.8","96.2","3",88.17,14.1969,32.5,0.936,8,"468",1
"30","77","40","65","2","19","7","3","7","87","85","71.25","51","53.8","40",88.17,14.1969,32.5,0.936,8,"470",0
"51","62","64","66","1","19","","3","8","58","65","67.5","34","64.6","58",88.17,14.1969,32.5,0.936,8,"471",1
"67","81","72","77","2","20","5","2","7","80","85.5","59","65.4","64.2","34.5",88.17,14.1969,32.5,0.936,8,"472",1
"58","73","77","85","2","19","8","3","9","75","73","61.25","17.2","58.2","95.5",88.17,14.1969,32.5,0.936,8,"473",1
"60","60","64","81","1","26","","3","5","69","75.5","52.75","41.4","56.2","39",88.17,14.1969,32.5,0.936,8,"474",0
"","91","100","59","2","20","","2","8","61","51","91","2.4","74.2","",88.17,14.1969,32.5,0.936,8,"475",1
"68","81","95","85","1","18","8","3","8","73","90","89.25","60.2","69.8","90.5",88.17,14.1969,32.5,0.936,8,"476",1
"80","60","70","95","2","21","6","3","8","80","77.5","53.5","37.6","43.2","",88.17,14.1969,32.5,0.936,8,"477",0
"50","81","75","65","2","19","","3","6","100","90.5","73.75","26.6","61.2","43.5",88.17,14.1969,32.5,0.936,8,"479",1
"64","77","77","57","2","42","5","3","6","80","91","88","30.8","55.2","34.5",88.17,14.1969,32.5,0.936,8,"481",1
"40","80","90","66","1","62","4","3","5","80","82.5","58","65","56","47.5",88.17,14.1969,32.5,0.936,8,"482",0
"70","60","70","69","1","67","5","3","7","71","78","55","59","47.6","80.5",88.17,14.1969,32.5,0.936,8,"483",0
"71","100","65","14","2","51","2","1","3","50","100","79.25","91","41.8","55.5",88.17,14.1969,32.5,0.936,8,"485",0
"10","8","7","7","2","38","5","3","4","10","11.5","6.25","11.2","25.4","56.5",88.17,14.1969,32.5,0.936,8,"486",1
"58","83","67","80","2","74","4","2","7","79","77","63.25","43.8","59","31.5",88.17,14.1969,32.5,0.936,8,"487",1
"49","92","95","74","2","41","5","3","6","70","58","99.25","4","97.2","52",88.17,14.1969,32.5,0.936,8,"488",1
"","50","50","50","2","48","","3","10","50","","50","50","50","50",88.17,14.1969,32.5,0.936,8,"489",0
"90","88","78","81","1","55","4","3","7","64","75.5","88.75","19.4","88.4","71",88.17,14.1969,32.5,0.936,8,"490",1
